datetime,total_demand,HourlyDryBulbTemperature,HourlyWetBulbTemperature,holiday,weekday
2019-02-25 21:00:00,24267.59934916667,21.0,17.0,0,1
2019-02-25 22:00:00,23683.37672566667,21.0,17.0,0,1
2019-02-25 23:00:00,23305.287597833343,21.0,17.0,0,1
2019-02-26 00:00:00,22979.85595766667,21.0,18.0,0,2
2019-02-26 01:00:00,22491.341829500012,21.0,18.0,0,2
2019-02-26 02:00:00,22102.89274133333,20.5,18.0,0,2
2019-02-26 03:00:00,21661.902962333334,20.0,18.0,0,2
2019-02-26 04:00:00,21104.496843,19.666666666666668,17.666666666666668,0,2
2019-02-26 05:00:00,20738.528191,20.0,17.0,0,2
2019-02-26 06:00:00,20518.381478500003,18.0,16.0,0,2
2019-02-26 07:00:00,20313.07734466666,17.333333333333332,15.0,0,2
2019-02-26 08:00:00,20297.45729233333,18.0,15.0,0,2
2019-02-26 09:00:00,20287.799414333327,19.0,16.0,0,2
2019-02-26 10:00:00,20927.550456000008,20.0,16.0,0,2
2019-02-26 11:00:00,21864.99479283333,20.0,17.0,0,2
2019-02-26 12:00:00,22679.14781916666,21.0,18.0,0,2
2019-02-26 13:00:00,23885.95797583333,20.8,17.8,0,2
2019-02-26 14:00:00,24604.820084333343,23.0,19.0,0,2
2019-02-26 15:00:00,25065.444759166665,22.0,19.0,0,2
2019-02-26 16:00:00,25233.335253999998,22.0,18.0,0,2
2019-02-26 17:00:00,25128.52848366667,20.666666666666668,18.33333333333333,0,2
2019-02-26 18:00:00,25043.802637499994,20.0,16.0,0,2
2019-02-26 19:00:00,24901.413802833322,19.5,16.0,0,2
2019-02-26 20:00:00,24653.85224633333,18.0,15.0,0,2
2019-02-26 21:00:00,24313.758626166666,17.0,14.0,0,2
2019-02-26 22:00:00,23726.563378499995,18.0,14.0,0,2
2019-02-26 23:00:00,23312.655468833334,17.0,14.0,0,2
2019-02-27 00:00:00,22989.77640049999,17.0,14.0,0,3
2019-02-27 01:00:00,22537.52519616666,17.0,14.0,0,3
2019-02-27 02:00:00,22051.8034515,17.0,14.0,0,3
2019-02-27 03:00:00,21654.685482166667,17.0,14.0,0,3
2019-02-27 04:00:00,21074.055924666663,17.0,13.0,0,3
2019-02-27 05:00:00,20743.07867883334,14.0,12.0,0,3
2019-02-27 06:00:00,20588.9819015,14.0,11.0,0,3
2019-02-27 07:00:00,20398.44931666667,13.5,10.5,0,3
2019-02-27 08:00:00,20325.800294,13.0,10.5,0,3
2019-02-27 09:00:00,20379.985157500003,13.0,11.0,0,3
2019-02-27 10:00:00,20819.287500499995,14.0,12.0,0,3
2019-02-27 11:00:00,21971.729362666665,15.0,13.0,0,3
2019-02-27 12:00:00,22811.720214666675,15.25,14.0,0,3
2019-02-27 13:00:00,23849.151237,15.4,14.0,0,3
2019-02-27 14:00:00,24592.873894000004,16.0,14.0,0,3
2019-02-27 15:00:00,25103.395377666668,16.0,14.0,0,3
2019-02-27 16:00:00,25198.156869000002,15.0,13.333333333333334,0,3
2019-02-27 17:00:00,25156.786719000014,15.0,13.5,0,3
2019-02-27 18:00:00,25254.026595,15.0,13.0,0,3
2019-02-27 19:00:00,25058.390690500008,15.2,13.2,0,3
2019-02-27 20:00:00,24890.192350833335,14.0,13.0,0,3
2019-02-27 21:00:00,24376.03623066667,15.333333333333334,13.333333333333334,0,3
2019-02-27 22:00:00,23777.222884666673,15.5,13.5,0,3
2019-02-27 23:00:00,23379.738020833334,17.0,15.5,0,3
2019-02-28 00:00:00,22924.628581166653,17.0,16.0,0,4
2019-02-28 01:00:00,22365.430176166665,16.2,15.0,0,4
2019-02-28 02:00:00,21985.837434666664,16.0,14.666666666666666,0,4
2019-02-28 03:00:00,21658.470019500004,16.0,15.0,0,4
2019-02-28 04:00:00,21032.016635166667,15.0,14.0,0,4
2019-02-28 05:00:00,20738.232161499993,15.0,14.0,0,4
2019-02-28 06:00:00,20594.324381500002,15.25,14.0,0,4
2019-02-28 07:00:00,20506.40296233333,13.666666666666666,12.666666666666666,0,4
2019-02-28 08:00:00,20444.247363833343,16.0,14.0,0,4
2019-02-28 09:00:00,20496.916276166667,17.0,15.0,0,4
2019-02-28 10:00:00,20934.8902995,18.0,15.5,0,4
2019-02-28 11:00:00,21795.27057366667,19.0,16.0,0,4
2019-02-28 12:00:00,22706.61266316667,20.0,17.0,0,4
2019-02-28 13:00:00,23751.214876500002,20.5,17.5,0,4
2019-02-28 14:00:00,24495.305925333323,21.0,18.0,0,4
2019-02-28 15:00:00,24888.319367833337,21.0,18.0,0,4
2019-02-28 16:00:00,25008.54850333334,21.0,18.0,0,4
2019-02-28 17:00:00,25055.50397166667,20.0,17.0,0,4
2019-02-28 18:00:00,25020.955078500006,18.0,16.0,0,4
2019-02-28 19:00:00,24831.175618666675,18.5,16.5,0,4
2019-02-28 20:00:00,24632.660449999992,18.0,16.0,0,4
2019-02-28 21:00:00,24171.068718000002,18.0,16.0,0,4
2019-02-28 22:00:00,23568.102604166674,18.0,16.0,0,4
2019-02-28 23:00:00,23347.48772816667,17.0,15.0,0,4
2019-03-01 00:00:00,22960.231478166665,17.0,15.0,0,5
2019-03-01 01:00:00,22338.967968666675,17.0,15.0,0,5
2019-03-01 02:00:00,21926.984277666663,17.0,15.0,0,5
2019-03-01 03:00:00,21553.151367333343,19.0,17.0,0,5
2019-03-01 04:00:00,20986.013313833337,16.0,14.0,0,5
2019-03-01 05:00:00,20706.128874000005,12.0,11.0,0,5
2019-03-01 06:00:00,20463.321908000005,10.0,9.0,0,5
2019-03-01 07:00:00,20412.41738316666,11.5,10.5,0,5
2019-03-01 08:00:00,20302.715104666666,19.0,17.0,0,5
2019-03-01 09:00:00,20282.298926333337,26.0,22.0,0,5
2019-03-01 10:00:00,20486.725652000005,29.0,25.0,0,5
2019-03-01 11:00:00,21663.819368500004,32.0,27.0,0,5
2019-03-01 12:00:00,22616.503027166666,35.0,29.0,0,5
2019-03-01 13:00:00,23811.10185633333,36.5,30.0,0,5
2019-03-01 14:00:00,24265.174902500006,37.0,30.0,0,5
2019-03-01 15:00:00,24564.116081,33.0,29.0,0,5
2019-03-01 16:00:00,24819.70566433334,33.0,29.0,0,5
2019-03-01 17:00:00,24750.20445916667,31.0,28.0,0,5
2019-03-01 18:00:00,24744.95931100001,30.0,27.0,0,5
2019-03-01 19:00:00,24384.7386395,30.0,27.0,0,5
2019-03-01 20:00:00,24195.70045666667,29.0,27.0,0,5
2019-03-01 21:00:00,23697.12727933333,29.0,27.0,0,5
2019-03-01 22:00:00,22921.41888033333,28.0,26.0,0,5
2019-03-01 23:00:00,22383.557812500003,30.0,28.0,0,5
2019-03-02 00:00:00,21976.379460166663,29.0,27.0,1,6
2019-03-02 01:00:00,21553.562369833337,28.5,26.5,1,6
2019-03-02 02:00:00,21324.138639500008,27.0,25.0,1,6
2019-03-02 03:00:00,21061.98730500001,27.0,25.0,1,6
2019-03-02 04:00:00,20532.856868666673,24.0,23.0,1,6
2019-03-02 05:00:00,20154.567090166664,27.0,26.0,1,6
2019-03-02 06:00:00,20002.422852166663,27.0,25.0,1,6
2019-03-02 07:00:00,19950.462337833338,28.0,26.0,1,6
2019-03-02 08:00:00,19824.930891999997,30.0,28.0,1,6
2019-03-02 09:00:00,19798.23098983333,33.0,30.0,1,6
2019-03-02 10:00:00,19948.214974666666,35.0,31.0,1,6
2019-03-02 11:00:00,20222.155501333335,36.0,32.0,1,6
2019-03-02 12:00:00,20528.396777666665,35.666666666666664,32.0,1,6
2019-03-02 13:00:00,20662.395150000004,34.4,32.0,1,6
2019-03-02 14:00:00,20919.720638000003,33.6,31.6,1,6
2019-03-02 15:00:00,21233.00084683334,33.0,31.0,1,6
2019-03-02 16:00:00,21436.957259666666,33.2,31.2,1,6
2019-03-02 17:00:00,21509.630957500005,32.666666666666664,30.666666666666668,1,6
2019-03-02 18:00:00,21609.609830499998,31.33333333333333,29.33333333333333,1,6
2019-03-02 19:00:00,21555.107096833333,30.666666666666668,29.0,1,6
2019-03-02 20:00:00,21487.38072933333,31.0,29.0,1,6
2019-03-02 21:00:00,21409.251790666665,30.0,28.0,1,6
2019-03-02 22:00:00,21374.311524333334,29.0,27.666666666666668,1,6
2019-03-02 23:00:00,21397.485318833336,29.0,28.0,1,6
2019-03-03 00:00:00,21324.352767166667,29.0,27.0,1,7
2019-03-03 01:00:00,21033.115625333336,29.0,26.5,1,7
2019-03-03 02:00:00,20842.615625500002,28.0,26.0,1,7
2019-03-03 03:00:00,20571.507976333334,28.0,26.0,1,7
2019-03-03 04:00:00,20347.75029350001,27.0,25.0,1,7
2019-03-03 05:00:00,20131.598567999994,26.0,24.0,1,7
2019-03-03 06:00:00,19950.377637333335,26.0,23.0,1,7
2019-03-03 07:00:00,19856.47158216667,25.5,23.0,1,7
2019-03-03 08:00:00,19737.763933,27.0,24.0,1,7
2019-03-03 09:00:00,19734.144369166675,28.0,25.0,1,7
2019-03-03 10:00:00,19989.441732499992,28.0,24.0,1,7
2019-03-03 11:00:00,20296.0759775,29.0,25.0,1,7
2019-03-03 12:00:00,20465.068392,29.0,25.0,1,7
2019-03-03 13:00:00,20740.873307666672,29.5,25.0,1,7
2019-03-03 14:00:00,20941.075651333333,30.0,25.0,1,7
2019-03-03 15:00:00,21127.11142566667,30.0,25.0,1,7
2019-03-03 16:00:00,21224.65462266666,30.0,26.0,1,7
2019-03-03 17:00:00,21379.944531499994,28.0,25.33333333333333,1,7
2019-03-03 18:00:00,21499.61780683334,27.0,25.5,1,7
2019-03-03 19:00:00,21568.46516933334,27.0,25.5,1,7
2019-03-03 20:00:00,21497.839355666667,27.0,25.33333333333333,1,7
2019-03-03 21:00:00,21524.68476616667,27.0,26.0,1,7
2019-03-03 22:00:00,21588.705925500002,26.5,25.0,1,7
2019-03-03 23:00:00,21668.98115216667,25.0,23.5,1,7
2019-03-04 00:00:00,21415.787337166665,25.0,23.5,0,1
2019-03-04 01:00:00,21196.050553999998,24.8,23.0,0,1
2019-03-04 02:00:00,21076.413900500003,24.33333333333333,23.0,0,1
2019-03-04 03:00:00,20869.048111999997,24.5,22.5,0,1
2019-03-04 04:00:00,20417.477604166663,23.0,21.0,0,1
2019-03-04 05:00:00,20201.399023833343,21.0,19.5,0,1
2019-03-04 06:00:00,20005.9564455,20.0,18.0,0,1
2019-03-04 07:00:00,19943.014681333334,19.5,17.0,0,1
2019-03-04 08:00:00,19897.86181666668,19.0,16.0,0,1
2019-03-04 09:00:00,19983.518945666678,20.0,17.0,0,1
2019-03-04 10:00:00,20438.38411466667,20.0,16.0,0,1
2019-03-04 11:00:00,21329.80192116667,21.0,17.0,0,1
2019-03-04 12:00:00,22336.92021533333,21.0,17.0,0,1
2019-03-04 13:00:00,23711.897200333344,21.5,17.5,0,1
2019-03-04 14:00:00,24363.322884666668,21.25,18.0,0,1
2019-03-04 15:00:00,24778.072526666667,18.0,14.0,0,1
2019-03-04 16:00:00,24873.10846366666,16.0,13.0,0,1
2019-03-04 17:00:00,25010.29362033334,15.0,12.0,0,1
2019-03-04 18:00:00,24954.063020833335,14.5,11.5,0,1
2019-03-04 19:00:00,24825.209603000007,13.5,11.0,0,1
2019-03-04 20:00:00,24747.299251333334,11.0,9.0,0,1
2019-03-04 21:00:00,24300.789387666668,11.5,9.5,0,1
2019-03-04 22:00:00,23547.095736500003,13.0,11.0,0,1
2019-03-04 23:00:00,23255.3037115,15.5,13.5,0,1
2019-03-05 00:00:00,22778.280273833327,14.0,12.0,0,2
2019-03-05 01:00:00,22257.707649666674,13.5,11.5,0,2
2019-03-05 02:00:00,21835.9278,12.0,10.0,0,2
2019-03-05 03:00:00,21435.45306066667,11.0,9.0,0,2
2019-03-05 04:00:00,20968.060546999997,11.0,9.0,0,2
2019-03-05 05:00:00,20596.358659333335,10.5,9.0,0,2
2019-03-05 06:00:00,20398.610221499996,9.0,7.5,0,2
2019-03-05 07:00:00,20256.272558666664,9.0,7.0,0,2
2019-03-05 08:00:00,19934.90208366666,12.0,10.0,0,2
2019-03-05 09:00:00,19972.740463000002,15.0,12.0,0,2
2019-03-05 10:00:00,20562.805013666664,15.0,12.0,0,2
2019-03-05 11:00:00,21452.966340999996,17.0,13.0,0,2
2019-03-05 12:00:00,22566.56249983334,18.0,14.0,0,2
2019-03-05 13:00:00,23944.20172583333,18.0,14.5,0,2
2019-03-05 14:00:00,24570.43697933333,18.0,15.0,0,2
2019-03-05 15:00:00,24974.068978333336,18.0,14.0,0,2
2019-03-05 16:00:00,25174.567904166666,18.0,14.0,0,2
2019-03-05 17:00:00,25187.845671166673,17.0,14.0,0,2
2019-03-05 18:00:00,25046.951595666662,16.0,14.0,0,2
2019-03-05 19:00:00,24922.80198649999,15.0,13.0,0,2
2019-03-05 20:00:00,24811.34697250001,14.0,12.0,0,2
2019-03-05 21:00:00,24188.917025333332,14.0,12.0,0,2
2019-03-05 22:00:00,23663.004361666674,11.0,9.0,0,2
2019-03-05 23:00:00,23211.826726333344,10.0,8.0,0,2
2019-03-06 00:00:00,22799.153418333328,11.0,9.0,0,3
2019-03-06 01:00:00,22366.15930966667,12.0,10.0,0,3
2019-03-06 02:00:00,22044.032128999996,13.0,11.0,0,3
2019-03-06 03:00:00,21702.501953166666,12.0,10.0,0,3
2019-03-06 04:00:00,21124.68883466666,12.0,10.0,0,3
2019-03-06 05:00:00,20748.383691333336,13.0,11.0,0,3
2019-03-06 06:00:00,20632.647623999997,11.0,9.0,0,3
2019-03-06 07:00:00,20484.47949316667,11.666666666666666,9.666666666666666,0,3
2019-03-06 08:00:00,20391.873047000005,13.2,11.2,0,3
2019-03-06 09:00:00,20415.888704333338,15.333333333333334,13.333333333333334,0,3
2019-03-06 10:00:00,20954.55501333333,16.333333333333332,14.333333333333334,0,3
2019-03-06 11:00:00,21886.752246333344,16.0,13.6,0,3
2019-03-06 12:00:00,22900.26712283333,15.833333333333334,13.333333333333334,0,3
2019-03-06 13:00:00,24048.78544983334,16.5,13.0,0,3
2019-03-06 14:00:00,24713.336913999996,16.0,13.0,0,3
2019-03-06 15:00:00,25091.85009833333,16.0,12.0,0,3
2019-03-06 16:00:00,25136.048893833336,14.0,11.0,0,3
2019-03-06 17:00:00,25266.9171555,14.0,10.0,0,3
2019-03-06 18:00:00,25082.03492866666,12.0,9.0,0,3
2019-03-06 19:00:00,25000.873308166672,10.5,8.0,0,3
2019-03-06 20:00:00,24848.85686883334,9.0,7.0,0,3
2019-03-06 21:00:00,24383.90553400001,9.0,7.0,0,3
2019-03-06 22:00:00,23708.18782616667,9.0,7.0,0,3
2019-03-06 23:00:00,23379.283789500005,8.0,6.0,0,3
2019-03-07 00:00:00,22955.72513083333,9.0,7.0,0,4
2019-03-07 01:00:00,22505.656217833337,9.666666666666666,8.333333333333334,0,4
2019-03-07 02:00:00,22153.46074216666,10.333333333333334,9.333333333333334,0,4
2019-03-07 03:00:00,21822.665722833342,10.666666666666666,9.666666666666666,0,4
2019-03-07 04:00:00,21132.463737666672,10.0,9.0,0,4
2019-03-07 05:00:00,20853.194987333336,9.0,8.0,0,4
2019-03-07 06:00:00,20640.698600000007,11.0,10.0,0,4
2019-03-07 07:00:00,20579.760904833343,12.5,11.5,0,4
2019-03-07 08:00:00,19269.277539166673,19.0,17.0,0,4
2019-03-07 09:00:00,18714.86507183334,20.0,16.0,0,4
2019-03-07 10:00:00,19213.955045833332,21.0,17.0,0,4
2019-03-07 11:00:00,20447.76829433334,21.0,17.0,0,4
2019-03-07 12:00:00,22378.46324933333,22.0,18.0,0,4
2019-03-07 13:00:00,23834.652148500005,22.0,17.5,0,4
2019-03-07 14:00:00,24534.85820316667,24.0,19.0,0,4
2019-03-07 15:00:00,24927.902962500004,24.0,19.0,0,4
2019-03-07 16:00:00,25090.05807333333,23.0,18.0,0,4
2019-03-07 17:00:00,25132.438183833336,22.0,18.0,0,4
2019-03-07 18:00:00,25022.34843800001,20.0,17.0,0,4
2019-03-07 19:00:00,24873.5116865,19.5,16.5,0,4
2019-03-07 20:00:00,24764.95989666667,18.0,15.0,0,4
2019-03-07 21:00:00,24281.36194733333,15.0,13.0,0,4
2019-03-07 22:00:00,23636.991764833332,14.0,12.0,0,4
2019-03-07 23:00:00,23196.078386000012,12.0,10.0,0,4
2019-03-08 00:00:00,22859.10908216668,12.0,10.0,0,5
2019-03-08 01:00:00,22463.80559866667,11.0,9.0,0,5
2019-03-08 02:00:00,21914.560351500004,11.0,9.0,0,5
2019-03-08 03:00:00,21627.781153000004,9.0,8.0,0,5
2019-03-08 04:00:00,21108.00087966666,7.0,6.0,0,5
2019-03-08 05:00:00,20749.579558166664,7.0,,0,5
2019-03-08 06:00:00,20608.953971833336,8.0,7.0,0,5
2019-03-08 07:00:00,20487.074479500003,9.0,8.0,0,5
2019-03-08 08:00:00,19966.770508166668,15.0,13.0,0,5
2019-03-08 09:00:00,19876.66653616668,19.0,16.0,0,5
2019-03-08 10:00:00,20391.069824500002,22.0,18.0,0,5
2019-03-08 11:00:00,21150.56552666667,25.0,20.0,0,5
2019-03-08 12:00:00,22511.016764666667,27.0,21.0,0,5
2019-03-08 13:00:00,23773.145866833333,28.0,22.0,0,5
2019-03-08 14:00:00,24376.197070166665,32.0,25.0,0,5
2019-03-08 15:00:00,24609.09521533334,33.0,26.0,0,5
2019-03-08 16:00:00,24827.633300499998,30.0,25.0,0,5
2019-03-08 17:00:00,24801.69378350001,27.0,22.0,0,5
2019-03-08 18:00:00,24754.636133166674,26.0,22.0,0,5
2019-03-08 19:00:00,24448.726302000003,25.0,21.0,0,5
2019-03-08 20:00:00,23945.928515666663,19.0,17.0,0,5
2019-03-08 21:00:00,23253.12552116667,17.0,15.0,0,5
2019-03-08 22:00:00,22549.098145166667,16.0,14.0,0,5
2019-03-08 23:00:00,22174.523828333342,14.0,13.0,0,5
2019-03-09 00:00:00,21827.35511083333,13.0,12.0,1,6
2019-03-09 01:00:00,21311.239030333327,12.0,11.0,1,6
2019-03-09 02:00:00,21046.030729000002,11.0,10.0,1,6
2019-03-09 03:00:00,20845.91009100001,9.0,8.0,1,6
2019-03-09 04:00:00,20416.933626833335,9.0,8.0,1,6
2019-03-09 05:00:00,20157.67692100001,9.0,8.0,1,6
2019-03-09 06:00:00,20058.819922666666,9.0,8.0,1,6
2019-03-09 07:00:00,19989.498958499997,11.0,10.0,1,6
2019-03-09 08:00:00,19962.219564333336,22.0,19.0,1,6
2019-03-09 09:00:00,19982.289845000003,28.0,24.0,1,6
2019-03-09 10:00:00,20251.955371833337,32.0,27.0,1,6
2019-03-09 11:00:00,20601.4991865,33.0,28.0,1,6
2019-03-09 12:00:00,20773.472656833335,35.0,29.0,1,6
2019-03-09 13:00:00,21004.001953833333,36.0,29.5,1,6
2019-03-09 14:00:00,21004.239681333336,37.0,30.0,1,6
2019-03-09 15:00:00,21070.49401116667,38.0,30.0,1,6
2019-03-09 16:00:00,21226.590138000007,37.0,29.0,1,6
2019-03-09 17:00:00,21274.0583015,35.0,28.0,1,6
2019-03-09 18:00:00,21336.128744499998,32.0,28.0,1,6
2019-03-09 19:00:00,21317.445670166668,32.0,27.5,1,6
2019-03-09 20:00:00,21219.501855500006,32.0,27.0,1,6
2019-03-09 21:00:00,21125.139713500004,33.0,27.0,1,6
2019-03-09 22:00:00,21048.43697966667,35.0,29.0,1,6
2019-03-09 23:00:00,21025.461523666665,37.0,30.0,1,6
2019-03-10 00:00:00,20819.053418166666,42.0,34.0,1,7
2019-03-10 01:00:00,20524.983756833335,39.5,34.5,1,7
2019-03-10 02:00:00,20322.5214525,37.5,35.5,1,7
2019-03-10 03:00:00,20182.913541999995,38.333333333333336,36.0,1,7
2019-03-10 04:00:00,19963.80032583333,39.25,36.0,1,7
2019-03-10 05:00:00,19751.93564450001,39.0,35.0,1,7
2019-03-10 06:00:00,19635.36357433333,40.0,36.0,1,7
2019-03-10 07:00:00,19637.29514950001,40.333333333333336,36.66666666666666,1,7
2019-03-10 08:00:00,19635.195834333335,42.5,38.5,1,7
2019-03-10 09:00:00,19836.19277383334,43.0,39.0,1,7
2019-03-10 10:00:00,20044.000326333335,43.0,39.0,1,7
2019-03-10 11:00:00,20350.939648166674,41.5,39.0,1,7
2019-03-10 12:00:00,20367.899382,40.0,38.0,1,7
2019-03-10 13:00:00,20517.823600166666,40.5,38.0,1,7
2019-03-10 14:00:00,20595.39485616667,41.0,37.0,1,7
2019-03-10 15:00:00,20715.897462166668,40.0,36.5,1,7
2019-03-10 16:00:00,20717.130371166673,40.0,36.0,1,7
2019-03-10 17:00:00,20799.331445999993,40.0,36.0,1,7
2019-03-10 18:00:00,20878.32802733333,40.0,35.0,1,7
2019-03-10 19:00:00,20903.477539166666,40.0,35.0,1,7
2019-03-10 20:00:00,20850.118588166664,39.333333333333336,35.0,1,7
2019-03-10 21:00:00,20786.304655000004,37.333333333333336,33.333333333333336,1,7
2019-03-10 22:00:00,20660.318002,38.0,34.0,1,7
2019-03-10 23:00:00,20631.203027499992,38.0,34.0,1,7
2019-03-11 00:00:00,20271.071647166664,37.0,33.0,1,1
2019-03-11 01:00:00,20142.48974600001,37.0,33.0,1,1
2019-03-11 02:00:00,20134.901595166666,37.0,33.0,1,1
2019-03-11 03:00:00,19845.223600333335,37.0,32.0,1,1
2019-03-11 04:00:00,19685.866960166666,36.0,32.0,1,1
2019-03-11 05:00:00,19598.819792333335,36.0,31.0,1,1
2019-03-11 06:00:00,19534.56653666666,35.0,31.0,1,1
2019-03-11 07:00:00,19634.860775833324,35.5,31.5,1,1
2019-03-11 08:00:00,19708.459212666672,36.0,32.0,1,1
2019-03-11 09:00:00,20129.817904000003,36.0,32.0,1,1
2019-03-11 10:00:00,20926.518684666666,36.0,32.0,1,1
2019-03-11 11:00:00,21922.758105666668,36.0,32.0,1,1
2019-03-11 12:00:00,22908.44755916668,37.0,32.0,1,1
2019-03-11 13:00:00,23620.803060166658,36.5,32.0,1,1
2019-03-11 14:00:00,24058.47467483334,35.0,31.0,1,1
2019-03-11 15:00:00,24164.948275000013,34.5,31.0,1,1
2019-03-11 16:00:00,24259.895865833336,33.0,30.0,1,1
2019-03-11 17:00:00,24310.950716000003,33.0,29.0,1,1
2019-03-11 18:00:00,24133.221940833337,32.0,28.0,1,1
2019-03-11 19:00:00,23917.515462,32.0,27.5,1,1
2019-03-11 20:00:00,23373.723470499997,32.0,27.0,1,1
2019-03-11 21:00:00,22683.0676105,32.0,27.0,1,1
2019-03-11 22:00:00,22120.399056499995,31.0,27.0,1,1
2019-03-11 23:00:00,21784.44469433334,31.0,27.0,1,1
2019-03-12 00:00:00,21413.80348283333,30.0,27.0,1,2
2019-03-12 01:00:00,21015.060091166677,30.666666666666668,27.0,1,2
2019-03-12 02:00:00,20529.249121666668,31.0,27.0,1,2
2019-03-12 03:00:00,20183.251595833335,30.33333333333333,27.0,1,2
2019-03-12 04:00:00,20020.30185583333,30.0,26.0,1,2
2019-03-12 05:00:00,19819.107129000004,29.0,25.0,1,2
2019-03-12 06:00:00,19771.069825000006,28.5,25.0,1,2
2019-03-12 07:00:00,18978.63984483334,29.0,25.0,1,2
2019-03-12 08:00:00,18768.00006616667,30.0,26.0,1,2
2019-03-12 09:00:00,19183.67239616667,30.0,26.0,1,2
2019-03-12 10:00:00,19908.421713,32.0,27.0,1,2
2019-03-12 11:00:00,21656.309798166672,32.0,27.0,1,2
2019-03-12 12:00:00,22856.2020505,33.0,28.0,1,2
2019-03-12 13:00:00,23586.150423500003,34.5,29.0,1,2
2019-03-12 14:00:00,23900.188900666664,37.0,31.0,1,2
2019-03-12 15:00:00,23942.164193333327,36.0,30.0,1,2
2019-03-12 16:00:00,24126.78730483334,36.0,30.0,1,2
2019-03-12 17:00:00,24067.982227166674,34.0,29.0,1,2
2019-03-12 18:00:00,23819.268750333336,31.0,27.0,1,2
2019-03-12 19:00:00,23544.41533283334,30.5,26.5,1,2
2019-03-12 20:00:00,23056.166732666665,29.0,26.0,1,2
2019-03-12 21:00:00,22450.8039065,29.0,26.0,1,2
2019-03-12 22:00:00,21728.16315133333,28.0,25.0,1,2
2019-03-12 23:00:00,21540.896386833338,28.0,25.0,1,2
2019-03-13 00:00:00,21134.822331000003,26.0,23.0,1,3
2019-03-13 01:00:00,20877.060580166675,25.5,22.5,1,3
2019-03-13 02:00:00,20596.772656999998,24.0,22.0,1,3
2019-03-13 03:00:00,20170.78092533333,24.0,22.0,1,3
2019-03-13 04:00:00,20039.40221416667,24.0,22.0,1,3
2019-03-13 05:00:00,19883.852182,24.0,22.0,1,3
2019-03-13 06:00:00,19882.951106833327,26.0,24.0,1,3
2019-03-13 07:00:00,19837.896191833333,29.0,26.0,1,3
2019-03-13 08:00:00,19949.73124983333,32.0,28.0,1,3
2019-03-13 09:00:00,20351.573666500004,35.0,30.0,1,3
2019-03-13 10:00:00,21110.53336633334,38.0,32.0,1,3
2019-03-13 11:00:00,22113.958854,42.0,34.0,1,3
2019-03-13 12:00:00,23092.01393266667,44.0,35.0,1,3
2019-03-13 13:00:00,23676.174348833334,45.0,36.0,1,3
2019-03-13 14:00:00,23991.86054733334,46.0,37.0,1,3
2019-03-13 15:00:00,24272.94033283333,45.0,37.0,1,3
2019-03-13 16:00:00,24173.043392499992,45.0,37.0,1,3
2019-03-13 17:00:00,24009.57773416666,44.0,37.0,1,3
2019-03-13 18:00:00,23663.715430000004,43.0,36.0,1,3
2019-03-13 19:00:00,23897.775098000002,43.0,36.0,1,3
2019-03-13 20:00:00,23418.818197500004,43.0,36.0,1,3
2019-03-13 21:00:00,22689.810058999996,44.0,37.0,1,3
2019-03-13 22:00:00,22145.91256566667,44.0,37.0,1,3
2019-03-13 23:00:00,21939.420442833336,45.0,37.0,1,3
2019-03-14 00:00:00,21466.178451166663,44.0,37.0,1,4
2019-03-14 01:00:00,21018.882650166674,44.5,37.0,1,4
2019-03-14 02:00:00,20735.629330166663,43.0,36.0,1,4
2019-03-14 03:00:00,20341.08890066667,42.0,37.0,1,4
2019-03-14 04:00:00,20196.966243333336,44.0,37.0,1,4
2019-03-14 05:00:00,20107.7749675,43.0,37.0,1,4
2019-03-14 06:00:00,20060.750001,44.0,38.0,1,4
2019-03-14 07:00:00,19820.24420616667,45.0,38.5,1,4
2019-03-14 08:00:00,19580.47034550001,51.0,42.0,1,4
2019-03-14 09:00:00,20026.427246666673,55.0,45.0,1,4
2019-03-14 10:00:00,20749.482650333335,59.0,47.0,1,4
2019-03-14 11:00:00,21777.77737666667,61.0,48.0,1,4
2019-03-14 12:00:00,23008.791341000004,67.0,52.0,1,4
2019-03-14 13:00:00,24029.067644,68.0,53.0,1,4
2019-03-14 14:00:00,24477.827702499995,69.0,54.0,1,4
2019-03-14 15:00:00,24758.241830000006,67.0,52.0,1,4
2019-03-14 16:00:00,24580.8683275,65.0,50.0,1,4
2019-03-14 17:00:00,24620.11009116667,61.0,49.0,1,4
2019-03-14 18:00:00,24619.071387499996,58.0,47.0,1,4
2019-03-14 19:00:00,24531.24846999999,58.0,47.0,1,4
2019-03-14 20:00:00,24222.41539816667,58.0,48.0,1,4
2019-03-14 21:00:00,23408.632063666664,60.0,50.0,1,4
2019-03-14 22:00:00,22825.545150333335,58.5,50.0,1,4
2019-03-14 23:00:00,22326.67070316667,59.0,51.0,1,4
2019-03-15 00:00:00,21764.691341666672,59.0,52.0,1,5
2019-03-15 01:00:00,21314.903874,59.0,52.5,1,5
2019-03-15 02:00:00,21104.279980500003,57.0,52.0,1,5
2019-03-15 03:00:00,20763.783593833334,57.0,50.0,1,5
2019-03-15 04:00:00,20574.972428833327,50.0,45.0,1,5
2019-03-15 05:00:00,20425.821744999997,50.0,43.0,1,5
2019-03-15 06:00:00,20425.623698333337,48.0,42.0,1,5
2019-03-15 07:00:00,20391.842187833336,48.0,42.0,1,5
